node_id,nodeLat,nodeLong,block_id,edgeLat,edgeLong,distance,time
7003,37.80438,-122.423482,542301,37.80598019,-122.4221721,304,87
7003,37.80438,-122.423482,542302,37.8060169,-122.4220439,308,88
7003,37.80438,-122.423482,546271,37.8060858,-122.4188171,705,193
7003,37.80438,-122.423482,546272,37.80659525,-122.418788,656,163
7003,37.80438,-122.423482,546273,37.80663197,-122.4189288,662,165
7003,37.80438,-122.423482,546281,37.80733253,-122.4190696,703,200
7003,37.80438,-122.423482,546282,37.80707856,-122.4188845,672,191
7003,37.80438,-122.423482,562231,37.80542547,-122.4136431,902,167
7003,37.80438,-122.423482,562241,37.80607272,-122.4137558,927,174
7003,37.80438,-122.423482,562242,37.80603903,-122.413613,922,173
7003,37.80438,-122.423482,562252,37.80702625,-122.4138161,1033,215
7003,37.80438,-122.423482,562261,37.80786914,-122.4141194,1130,268
7003,37.80438,-122.423482,562262,37.8079652,-122.4140042,1139,272
7003,37.80438,-122.423482,585012,37.80714896,-122.4095605,1359,262
7003,37.80438,-122.423482,585022,37.80694126,-122.4112306,1212,240
7003,37.80438,-122.423482,585031,37.80660179,-122.4128641,1066,217
7003,37.80438,-122.423482,585032,37.80672601,-122.4129652,1059,216
7003,37.80438,-122.423482,585041,37.80638202,-122.4145962,912,204
7003,37.80438,-122.423482,585042,37.80649517,-122.4147837,898,201
7003,37.80438,-122.423482,585051,37.80618035,-122.41621,769,185
7003,37.80438,-122.423482,585052,37.80630507,-122.4163066,763,184
7003,37.80438,-122.423482,585061,37.80598169,-122.4178118,640,167
7003,37.80438,-122.423482,585092,37.80545916,-122.4228314,182,47
7003,37.80438,-122.423482,612311,37.80590978,-122.4238599,174,48
7003,37.80438,-122.423482,612312,37.80577147,-122.4236748,156,44
7003,37.80438,-122.423482,616231,37.80621052,-122.4121047,1060,201
7003,37.80438,-122.423482,616241,37.80721334,-122.4123079,1178,236
7003,37.80438,-122.423482,616242,37.80697697,-122.4121077,1149,229
7003,37.80438,-122.423482,664232,37.80733504,-122.4105069,1313,270
7003,37.80438,-122.423482,681251,37.80587457,-122.4154028,782,159
7003,37.80438,-122.423482,681252,37.80595605,-122.4152811,789,161
7003,37.80438,-122.423482,681261,37.80677077,-122.4155864,883,197
7003,37.80438,-122.423482,681262,37.80686431,-122.4154657,891,200
7003,37.80438,-122.423482,681271,37.8076901,-122.4157685,986,239
7003,37.80438,-122.423482,681272,37.80774593,-122.4156437,991,240
7003,37.80438,-122.423482,847001,37.80846158,-122.4133791,1410,334
7003,37.80438,-122.423482,847011,37.80825991,-122.415,1118,290
7003,37.80438,-122.423482,847021,37.80806226,-122.4166063,1120,295
7003,37.80438,-122.423482,847031,37.80784802,-122.418275,826,240
7003,37.80438,-122.423482,847032,37.80791541,-122.4185888,803,234
7003,37.80438,-122.423482,847041,37.80767803,-122.4196671,704,215
7003,37.80438,-122.423482,847042,37.80775397,-122.4197853,695,212
7003,37.80438,-122.423482,847052,37.80760209,-122.4211753,643,191
7004,37.807517,-122.421851,325031,37.80565077,-122.4127691,1072,301
7004,37.807517,-122.421851,325032,37.80579612,-122.4127962,1072,301
7004,37.807517,-122.421851,325041,37.8054486,-122.4143769,929,277
7004,37.807517,-122.421851,325042,37.80560853,-122.4142738,941,279
7004,37.807517,-122.421851,325052,37.80538171,-122.4161215,777,253
7004,37.807517,-122.421851,326022,37.80764233,-122.4131553,861,250
7004,37.807517,-122.421851,326032,37.8074316,-122.4147983,715,217
7004,37.807517,-122.421851,326042,37.80722541,-122.4164831,565,184
7004,37.807517,-122.421851,326052,37.8070172,-122.41811,419,145
7004,37.807517,-122.421851,326061,37.80664454,-122.4201217,239,103
7004,37.807517,-122.421851,326062,37.80684068,-122.4194976,297,118
7004,37.807517,-122.421851,326071,37.8064826,-122.4213478,270,110
7004,37.807517,-122.421851,326072,37.80659877,-122.4215404,285,113
7004,37.807517,-122.421851,326081,37.80627288,-122.4229969,419,152
7004,37.807517,-122.421851,326082,37.80639308,-122.4230547,419,152
7004,37.807517,-122.421851,363121,37.80554717,-122.4179204,491,163
7004,37.807517,-122.421851,363122,37.80575588,-122.4179054,478,160
7004,37.807517,-122.421851,363131,37.80635184,-122.4191068,354,128
7004,37.807517,-122.421851,363132,37.80660028,-122.4191531,333,124
7004,37.807517,-122.421851,472281,37.8071555,-122.4207383,145,64
7004,37.807517,-122.421851,502262,37.80570811,-122.4169221,651,219
7004,37.807517,-122.421851,502271,37.80661034,-122.417237,547,188
7004,37.807517,-122.421851,502282,37.80742708,-122.4172631,459,177
7004,37.807517,-122.421851,542301,37.80598019,-122.4221721,397,147
7004,37.807517,-122.421851,542302,37.8060169,-122.4220439,397,147
7004,37.807517,-122.421851,546271,37.8060858,-122.4188171,437,159
7004,37.807517,-122.421851,546272,37.80659525,-122.418788,381,139
7004,37.807517,-122.421851,546273,37.80663197,-122.4189288,375,137
7004,37.807517,-122.421851,546281,37.80733253,-122.4190696,296,112
7004,37.807517,-122.421851,546282,37.80707856,-122.4188845,327,121
7004,37.807517,-122.421851,562231,37.80542547,-122.4136431,1022,300
7004,37.807517,-122.421851,562241,37.80607272,-122.4137558,893,273
7004,37.807517,-122.421851,562242,37.80603903,-122.413613,898,275
7004,37.807517,-122.421851,562252,37.80702625,-122.4138161,841,259
7004,37.807517,-122.421851,562261,37.80786914,-122.4141194,745,280
7004,37.807517,-122.421851,562262,37.8079652,-122.4140042,736,277
7004,37.807517,-122.421851,585012,37.80714896,-122.4095605,1212,316
7004,37.807517,-122.421851,585022,37.80694126,-122.4112306,1066,292
7004,37.807517,-122.421851,585031,37.80660179,-122.4128641,919,267
7004,37.807517,-122.421851,585032,37.80672601,-122.4129652,912,266
7004,37.807517,-122.421851,585041,37.80638202,-122.4145962,764,230
7004,37.807517,-122.421851,585042,37.80649517,-122.4147837,750,228
7004,37.807517,-122.421851,585051,37.80618035,-122.41621,621,199
7004,37.807517,-122.421851,585052,37.80630507,-122.4163066,615,198
7004,37.807517,-122.421851,585061,37.80598169,-122.4178118,492,181
7004,37.807517,-122.421851,585092,37.80545916,-122.4228314,520,173
7004,37.807517,-122.421851,612311,37.80590978,-122.4238599,531,185
7004,37.807517,-122.421851,612312,37.80577147,-122.4236748,549,189
7004,37.807517,-122.421851,616231,37.80621052,-122.4121047,1101,316
7004,37.807517,-122.421851,616241,37.80721334,-122.4123079,988,285
7004,37.807517,-122.421851,616242,37.80697697,-122.4121077,1017,292
7004,37.807517,-122.421851,664232,37.80733504,-122.4105069,1145,331
7004,37.807517,-122.421851,681251,37.80587457,-122.4154028,744,240
7004,37.807517,-122.421851,681252,37.80595605,-122.4152811,737,238
7004,37.807517,-122.421851,681261,37.80677077,-122.4155864,698,221
7004,37.807517,-122.421851,681262,37.80686431,-122.4154657,689,218
7004,37.807517,-122.421851,681271,37.8076901,-122.4157685,598,232
7004,37.807517,-122.421851,681272,37.80774593,-122.4156437,593,231
7004,37.807517,-122.421851,847001,37.80846158,-122.4133791,751,279
7004,37.807517,-122.421851,847011,37.80825991,-122.415,607,228
7004,37.807517,-122.421851,847021,37.80806226,-122.4166063,464,175
7004,37.807517,-122.421851,847031,37.80784802,-122.418275,313,117
7004,37.807517,-122.421851,847032,37.80791541,-122.4185888,289,111
7004,37.807517,-122.421851,847041,37.80767803,-122.4196671,192,83
7004,37.807517,-122.421851,847042,37.80775397,-122.4197853,183,80
7004,37.807517,-122.421851,847052,37.80760209,-122.4211753,56,20
7005,37.806461,-122.422216,325031,37.80565077,-122.4127691,1019,219
7005,37.806461,-122.422216,325032,37.80579612,-122.4127962,1019,219
7005,37.806461,-122.422216,325041,37.8054486,-122.4143769,876,196
7005,37.806461,-122.422216,325042,37.80560853,-122.4142738,888,198
7005,37.806461,-122.422216,325052,37.80538171,-122.4161215,723,172
7005,37.806461,-122.422216,326022,37.80764233,-122.4131553,808,203
7005,37.806461,-122.422216,326032,37.8074316,-122.4147983,662,170
7005,37.806461,-122.422216,326042,37.80722541,-122.4164831,512,137
7005,37.806461,-122.422216,326052,37.8070172,-122.41811,366,98
7005,37.806461,-122.422216,326061,37.80664454,-122.4201217,186,54
7005,37.806461,-122.422216,326062,37.80684068,-122.4194976,244,68
7005,37.806461,-122.422216,326071,37.8064826,-122.4213478,77,18
7005,37.806461,-122.422216,326072,37.80659877,-122.4215404,62,15
7005,37.806461,-122.422216,326081,37.80627288,-122.4229969,72,20
7005,37.806461,-122.422216,326082,37.80639308,-122.4230547,72,20
7005,37.806461,-122.422216,363121,37.80554717,-122.4179204,439,113
7005,37.806461,-122.422216,363122,37.80575588,-122.4179054,425,111
7005,37.806461,-122.422216,363131,37.80635184,-122.4191068,301,78
7005,37.806461,-122.422216,363132,37.80660028,-122.4191531,280,74
7005,37.806461,-122.422216,472281,37.8071555,-122.4207383,412,135
7005,37.806461,-122.422216,502262,37.80570811,-122.4169221,597,172
7005,37.806461,-122.422216,502271,37.80661034,-122.417237,494,141
7005,37.806461,-122.422216,502282,37.80742708,-122.4172631,476,136
7005,37.806461,-122.422216,542301,37.80598019,-122.4221721,50,14
7005,37.806461,-122.422216,542302,37.8060169,-122.4220439,50,14
7005,37.806461,-122.422216,546271,37.8060858,-122.4188171,346,92
7005,37.806461,-122.422216,546272,37.80659525,-122.418788,328,101
7005,37.806461,-122.422216,546273,37.80663197,-122.4189288,322,99
7005,37.806461,-122.422216,546281,37.80733253,-122.4190696,344,99
7005,37.806461,-122.422216,546282,37.80707856,-122.4188845,314,90
7005,37.806461,-122.422216,562231,37.80542547,-122.4136431,969,219
7005,37.806461,-122.422216,562241,37.80607272,-122.4137558,994,226
7005,37.806461,-122.422216,562242,37.80603903,-122.413613,988,225
7005,37.806461,-122.422216,562252,37.80702625,-122.4138161,787,211
7005,37.806461,-122.422216,562261,37.80786914,-122.4141194,773,223
7005,37.806461,-122.422216,562262,37.8079652,-122.4140042,782,227
7005,37.806461,-122.422216,585012,37.80714896,-122.4095605,1159,266
7005,37.806461,-122.422216,585022,37.80694126,-122.4112306,1013,242
7005,37.806461,-122.422216,585031,37.80660179,-122.4128641,866,217
7005,37.806461,-122.422216,585032,37.80672601,-122.4129652,859,216
7005,37.806461,-122.422216,585041,37.80638202,-122.4145962,711,181
7005,37.806461,-122.422216,585042,37.80649517,-122.4147837,697,178
7005,37.806461,-122.422216,585051,37.80618035,-122.41621,568,150
7005,37.806461,-122.422216,585052,37.80630507,-122.4163066,562,148
7005,37.806461,-122.422216,585061,37.80598169,-122.4178118,439,131
7005,37.806461,-122.422216,585092,37.80545916,-122.4228314,176,57
7005,37.806461,-122.422216,612311,37.80590978,-122.4238599,184,52
7005,37.806461,-122.422216,612312,37.80577147,-122.4236748,202,57
7005,37.806461,-122.422216,616231,37.80621052,-122.4121047,1127,253
7005,37.806461,-122.422216,616241,37.80721334,-122.4123079,935,238
7005,37.806461,-122.422216,616242,37.80697697,-122.4121077,964,245
7005,37.806461,-122.422216,664232,37.80733504,-122.4105069,1092,283
7005,37.806461,-122.422216,681251,37.80587457,-122.4154028,691,190
7005,37.806461,-122.422216,681252,37.80595605,-122.4152811,684,188
7005,37.806461,-122.422216,681261,37.80677077,-122.4155864,645,174
7005,37.806461,-122.422216,681262,37.80686431,-122.4154657,636,171
7005,37.806461,-122.422216,681271,37.8076901,-122.4157685,631,179
7005,37.806461,-122.422216,681272,37.80774593,-122.4156437,635,181
7005,37.806461,-122.422216,847001,37.80846158,-122.4133791,906,280
7005,37.806461,-122.422216,847011,37.80825991,-122.415,762,230
7005,37.806461,-122.422216,847021,37.80806226,-122.4166063,618,196
7005,37.806461,-122.422216,847031,37.80784802,-122.418275,467,139
7005,37.806461,-122.422216,847032,37.80791541,-122.4185888,444,132
7005,37.806461,-122.422216,847041,37.80767803,-122.4196671,449,137
7005,37.806461,-122.422216,847042,37.80775397,-122.4197853,458,139
7005,37.806461,-122.422216,847052,37.80760209,-122.4211753,498,168
7006,37.80552,-122.422044,325031,37.80565077,-122.4127691,912,175
7006,37.80552,-122.422044,325032,37.80579612,-122.4127962,913,175
7006,37.80552,-122.422044,325041,37.8054486,-122.4143769,769,151
7006,37.80552,-122.422044,325042,37.80560853,-122.4142738,781,153
7006,37.80552,-122.422044,325052,37.80538171,-122.4161215,617,127
7006,37.80552,-122.422044,326022,37.80764233,-122.4131553,912,224
7006,37.80552,-122.422044,326032,37.8074316,-122.4147983,765,192
7006,37.80552,-122.422044,326042,37.80722541,-122.4164831,617,164
7006,37.80552,-122.422044,326052,37.8070172,-122.41811,473,138
7006,37.80552,-122.422044,326061,37.80664454,-122.4201217,293,94
7006,37.80552,-122.422044,326062,37.80684068,-122.4194976,350,109
7006,37.80552,-122.422044,326071,37.8064826,-122.4213478,183,58
7006,37.80552,-122.422044,326072,37.80659877,-122.4215404,169,55
7006,37.80552,-122.422044,326081,37.80627288,-122.4229969,178,62
7006,37.80552,-122.422044,326082,37.80639308,-122.4230547,178,62
7006,37.80552,-122.422044,363121,37.80554717,-122.4179204,388,83
7006,37.80552,-122.422044,363122,37.80575588,-122.4179054,374,80
7006,37.80552,-122.422044,363131,37.80635184,-122.4191068,394,89
7006,37.80552,-122.422044,363132,37.80660028,-122.4191531,415,94
7006,37.80552,-122.422044,472281,37.8071555,-122.4207383,306,90
7006,37.80552,-122.422044,502262,37.80570811,-122.4169221,493,120
7006,37.80552,-122.422044,502271,37.80661034,-122.417237,491,126
7006,37.80552,-122.422044,502282,37.80742708,-122.4172631,581,159
7006,37.80552,-122.422044,542301,37.80598019,-122.4221721,53,18
7006,37.80552,-122.422044,542302,37.8060169,-122.4220439,57,19
7006,37.80552,-122.422044,546271,37.8060858,-122.4188171,453,132
7006,37.80552,-122.422044,546272,37.80659525,-122.418788,404,95
7006,37.80552,-122.422044,546273,37.80663197,-122.4189288,410,97
7006,37.80552,-122.422044,546281,37.80733253,-122.4190696,489,124
7006,37.80552,-122.422044,546282,37.80707856,-122.4188845,459,115
7006,37.80552,-122.422044,562231,37.80542547,-122.4136431,862,174
7006,37.80552,-122.422044,562241,37.80607272,-122.4137558,789,191
7006,37.80552,-122.422044,562242,37.80603903,-122.413613,882,180
7006,37.80552,-122.422044,562252,37.80702625,-122.4138161,782,190
7006,37.80552,-122.422044,562261,37.80786914,-122.4141194,879,243
7006,37.80552,-122.422044,562262,37.8079652,-122.4140042,888,246
7006,37.80552,-122.422044,585012,37.80714896,-122.4095605,1108,234
7006,37.80552,-122.422044,585022,37.80694126,-122.4112306,963,210
7006,37.80552,-122.422044,585031,37.80660179,-122.4128641,815,185
7006,37.80552,-122.422044,585032,37.80672601,-122.4129652,808,184
7006,37.80552,-122.422044,585041,37.80638202,-122.4145962,661,148
7006,37.80552,-122.422044,585042,37.80649517,-122.4147837,647,146
7006,37.80552,-122.422044,585051,37.80618035,-122.41621,517,117
7006,37.80552,-122.422044,585052,37.80630507,-122.4163066,511,116
7006,37.80552,-122.422044,585061,37.80598169,-122.4178118,388,99
7006,37.80552,-122.422044,585092,37.80545916,-122.4228314,70,16
7006,37.80552,-122.422044,612311,37.80590978,-122.4238599,215,64
7006,37.80552,-122.422044,612312,37.80577147,-122.4236748,197,60
7006,37.80552,-122.422044,616231,37.80621052,-122.4121047,1020,209
7006,37.80552,-122.422044,616241,37.80721334,-122.4123079,928,212
7006,37.80552,-122.422044,616242,37.80697697,-122.4121077,899,205
7006,37.80552,-122.422044,664232,37.80733504,-122.4105069,1063,241
7006,37.80552,-122.422044,681251,37.80587457,-122.4154028,640,158
7006,37.80552,-122.422044,681252,37.80595605,-122.4152811,633,156
7006,37.80552,-122.422044,681261,37.80677077,-122.4155864,631,149
7006,37.80552,-122.422044,681262,37.80686431,-122.4154657,640,151
7006,37.80552,-122.422044,681271,37.8076901,-122.4157685,735,190
7006,37.80552,-122.422044,681272,37.80774593,-122.4156437,739,192
7006,37.80552,-122.422044,847001,37.80846158,-122.4133791,1010,292
7006,37.80552,-122.422044,847011,37.80825991,-122.415,866,241
7006,37.80552,-122.422044,847021,37.80806226,-122.4166063,723,220
7006,37.80552,-122.422044,847031,37.80784802,-122.418275,612,164
7006,37.80552,-122.422044,847032,37.80791541,-122.4185888,589,158
7006,37.80552,-122.422044,847041,37.80767803,-122.4196671,453,147
7006,37.80552,-122.422044,847042,37.80775397,-122.4197853,444,145
7006,37.80552,-122.422044,847052,37.80760209,-122.4211753,391,123
7007,37.804588,-122.421862,325031,37.80565077,-122.4127691,807,142
7007,37.804588,-122.421862,325032,37.80579612,-122.4127962,807,142
7007,37.804588,-122.421862,325041,37.8054486,-122.4143769,663,118
7007,37.804588,-122.421862,325042,37.80560853,-122.4142738,675,120
7007,37.804588,-122.421862,325052,37.80538171,-122.4161215,511,95
7007,37.804588,-122.421862,326022,37.80764233,-122.4131553,1018,233
7007,37.804588,-122.421862,326032,37.8074316,-122.4147983,871,215
7007,37.804588,-122.421862,326042,37.80722541,-122.4164831,724,213
7007,37.804588,-122.421862,326052,37.8070172,-122.41811,579,174
7007,37.804588,-122.421862,326061,37.80664454,-122.4201217,398,130
7007,37.804588,-122.421862,326062,37.80684068,-122.4194976,456,144
7007,37.804588,-122.421862,326071,37.8064826,-122.4213478,289,94
7007,37.804588,-122.421862,326072,37.80659877,-122.4215404,275,91
