node_id,nodeLat,nodeLong,block_id,edgeLat,edgeLong,distance,time
7001,37.806249,-122.423884,325031,37.80565077,-122.4127691,1164,236
7001,37.806249,-122.423884,325032,37.80579612,-122.4127962,1164,236
7001,37.806249,-122.423884,325041,37.8054486,-122.4143769,1021,212
7001,37.806249,-122.423884,325042,37.80560853,-122.4142738,1033,214
7001,37.806249,-122.423884,325052,37.80538171,-122.4161215,869,189
7001,37.806249,-122.423884,326022,37.80764233,-122.4131553,955,245
7001,37.806249,-122.423884,326032,37.8074316,-122.4147983,808,212
7001,37.806249,-122.423884,326042,37.80722541,-122.4164831,659,179
7001,37.806249,-122.423884,326052,37.8070172,-122.41811,513,140
7001,37.806249,-122.423884,326061,37.80664454,-122.4201217,333,96
7001,37.806249,-122.423884,326062,37.80684068,-122.4194976,390,110
7001,37.806249,-122.423884,326071,37.8064826,-122.4213478,223,60
7001,37.806249,-122.423884,326072,37.80659877,-122.4215404,209,57
7001,37.806249,-122.423884,326081,37.80627288,-122.4229969,75,17
7001,37.806249,-122.423884,326082,37.80639308,-122.4230547,75,17
7001,37.806249,-122.423884,363121,37.80554717,-122.4179204,585,155
7001,37.806249,-122.423884,363122,37.80575588,-122.4179054,571,152
7001,37.806249,-122.423884,363131,37.80635184,-122.4191068,448,120
7001,37.806249,-122.423884,363132,37.80660028,-122.4191531,427,116
7001,37.806249,-122.423884,472281,37.8071555,-122.4207383,558,172
7001,37.806249,-122.423884,502262,37.80570811,-122.4169221,746,201
7001,37.806249,-122.423884,502271,37.80661034,-122.417237,641,182
7001,37.806249,-122.423884,502282,37.80742708,-122.4172631,623,177
7001,37.806249,-122.423884,542301,37.80598019,-122.4221721,197,57
7001,37.806249,-122.423884,542302,37.8060169,-122.4220439,197,57
7001,37.806249,-122.423884,546271,37.8060858,-122.4188171,493,134
7001,37.806249,-122.423884,546272,37.80659525,-122.418788,475,143
7001,37.806249,-122.423884,546273,37.80663197,-122.4189288,469,141
7001,37.806249,-122.423884,546281,37.80733253,-122.4190696,491,141
7001,37.806249,-122.423884,546282,37.80707856,-122.4188845,460,132
7001,37.806249,-122.423884,562231,37.80542547,-122.4136431,1114,235
7001,37.806249,-122.423884,562241,37.80607272,-122.4137558,1139,243
7001,37.806249,-122.423884,562242,37.80603903,-122.413613,1134,242
7001,37.806249,-122.423884,562252,37.80702625,-122.4138161,934,253
7001,37.806249,-122.423884,562261,37.80786914,-122.4141194,920,265
7001,37.806249,-122.423884,562262,37.8079652,-122.4140042,929,268
7001,37.806249,-122.423884,585012,37.80714896,-122.4095605,1361,315
7001,37.806249,-122.423884,585022,37.80694126,-122.4112306,1215,291
7001,37.806249,-122.423884,585031,37.80660179,-122.4128641,1067,266
7001,37.806249,-122.423884,585032,37.80672601,-122.4129652,1061,265
7001,37.806249,-122.423884,585041,37.80638202,-122.4145962,913,229
7001,37.806249,-122.423884,585042,37.80649517,-122.4147837,899,227
7001,37.806249,-122.423884,585051,37.80618035,-122.41621,770,198
7001,37.806249,-122.423884,585052,37.80630507,-122.4163066,764,197
7001,37.806249,-122.423884,585061,37.80598169,-122.4178118,641,180
7001,37.806249,-122.423884,585092,37.80545916,-122.4228314,183,61
7001,37.806249,-122.423884,612311,37.80590978,-122.4238599,38,12
7001,37.806249,-122.423884,612312,37.80577147,-122.4236748,56,17
7001,37.806249,-122.423884,616231,37.80621052,-122.4121047,1272,270
7001,37.806249,-122.423884,616241,37.80721334,-122.4123079,1082,280
7001,37.806249,-122.423884,616242,37.80697697,-122.4121077,1110,287
7001,37.806249,-122.423884,664232,37.80733504,-122.4105069,1238,325
7001,37.806249,-122.423884,681251,37.80587457,-122.4154028,994,227
7001,37.806249,-122.423884,681252,37.80595605,-122.4152811,1001,229
7001,37.806249,-122.423884,681261,37.80677077,-122.4155864,792,215
7001,37.806249,-122.423884,681262,37.80686431,-122.4154657,783,213
7001,37.806249,-122.423884,681271,37.8076901,-122.4157685,777,221
7001,37.806249,-122.423884,681272,37.80774593,-122.4156437,782,222
7001,37.806249,-122.423884,847001,37.80846158,-122.4133791,1053,322
7001,37.806249,-122.423884,847011,37.80825991,-122.415,909,272
7001,37.806249,-122.423884,847021,37.80806226,-122.4166063,765,238
7001,37.806249,-122.423884,847031,37.80784802,-122.418275,614,181
7001,37.806249,-122.423884,847032,37.80791541,-122.4185888,591,174
7001,37.806249,-122.423884,847041,37.80767803,-122.4196671,595,179
7001,37.806249,-122.423884,847042,37.80775397,-122.4197853,604,181
7001,37.806249,-122.423884,847052,37.80760209,-122.4211753,644,204
7002,37.805304,-122.423686,325031,37.80565077,-122.4127691,1058,202
7002,37.805304,-122.423686,325032,37.80579612,-122.4127962,1058,202
7002,37.805304,-122.423686,325041,37.8054486,-122.4143769,915,178
7002,37.805304,-122.423686,325042,37.80560853,-122.4142738,927,180
7002,37.805304,-122.423686,325052,37.80538171,-122.4161215,762,154
7002,37.805304,-122.423686,326022,37.80764233,-122.4131553,1061,272
7002,37.805304,-122.423686,326032,37.8074316,-122.4147983,915,239
7002,37.805304,-122.423686,326042,37.80722541,-122.4164831,765,206
7002,37.805304,-122.423686,326052,37.8070172,-122.41811,619,166
7002,37.805304,-122.423686,326061,37.80664454,-122.4201217,439,122
7002,37.805304,-122.423686,326062,37.80684068,-122.4194976,497,137
7002,37.805304,-122.423686,326071,37.8064826,-122.4213478,330,87
7002,37.805304,-122.423686,326072,37.80659877,-122.4215404,315,83
7002,37.805304,-122.423686,326081,37.80627288,-122.4229969,181,44
7002,37.805304,-122.423686,326082,37.80639308,-122.4230547,181,44
7002,37.805304,-122.423686,363121,37.80554717,-122.4179204,534,121
7002,37.805304,-122.423686,363122,37.80575588,-122.4179054,520,118
7002,37.805304,-122.423686,363131,37.80635184,-122.4191068,540,127
7002,37.805304,-122.423686,363132,37.80660028,-122.4191531,561,131
7002,37.805304,-122.423686,472281,37.8071555,-122.4207383,452,128
7002,37.805304,-122.423686,502262,37.80570811,-122.4169221,639,158
7002,37.805304,-122.423686,502271,37.80661034,-122.417237,637,163
7002,37.805304,-122.423686,502282,37.80742708,-122.4172631,727,197
7002,37.805304,-122.423686,542301,37.80598019,-122.4221721,199,63
7002,37.805304,-122.423686,542302,37.8060169,-122.4220439,203,64
7002,37.805304,-122.423686,546271,37.8060858,-122.4188171,599,161
7002,37.805304,-122.423686,546272,37.80659525,-122.418788,550,133
7002,37.805304,-122.423686,546273,37.80663197,-122.4189288,556,134
7002,37.805304,-122.423686,546281,37.80733253,-122.4190696,635,162
7002,37.805304,-122.423686,546282,37.80707856,-122.4188845,605,153
7002,37.805304,-122.423686,562231,37.80542547,-122.4136431,1008,201
7002,37.805304,-122.423686,562241,37.80607272,-122.4137558,1033,209
7002,37.805304,-122.423686,562242,37.80603903,-122.413613,1027,207
7002,37.805304,-122.423686,562252,37.80702625,-122.4138161,928,228
7002,37.805304,-122.423686,562261,37.80786914,-122.4141194,1025,281
7002,37.805304,-122.423686,562262,37.8079652,-122.4140042,1034,284
7002,37.805304,-122.423686,585012,37.80714896,-122.4095605,1254,272
7002,37.805304,-122.423686,585022,37.80694126,-122.4112306,1109,247
7002,37.805304,-122.423686,585031,37.80660179,-122.4128641,961,223
7002,37.805304,-122.423686,585032,37.80672601,-122.4129652,954,221
7002,37.805304,-122.423686,585041,37.80638202,-122.4145962,807,186
7002,37.805304,-122.423686,585042,37.80649517,-122.4147837,793,183
7002,37.805304,-122.423686,585051,37.80618035,-122.41621,663,155
7002,37.805304,-122.423686,585052,37.80630507,-122.4163066,657,153
7002,37.805304,-122.423686,585061,37.80598169,-122.4178118,534,137
7002,37.805304,-122.423686,585092,37.80545916,-122.4228314,76,17
7002,37.805304,-122.423686,612311,37.80590978,-122.4238599,69,15
7002,37.805304,-122.423686,612312,37.80577147,-122.4236748,51,11
7002,37.805304,-122.423686,616231,37.80621052,-122.4121047,1166,236
7002,37.805304,-122.423686,616241,37.80721334,-122.4123079,1074,250
7002,37.805304,-122.423686,616242,37.80697697,-122.4121077,1045,243
7002,37.805304,-122.423686,664232,37.80733504,-122.4105069,1209,279
7002,37.805304,-122.423686,681251,37.80587457,-122.4154028,786,195
7002,37.805304,-122.423686,681252,37.80595605,-122.4152811,779,193
7002,37.805304,-122.423686,681261,37.80677077,-122.4155864,777,187
7002,37.805304,-122.423686,681262,37.80686431,-122.4154657,786,189
7002,37.805304,-122.423686,681271,37.8076901,-122.4157685,881,228
7002,37.805304,-122.423686,681272,37.80774593,-122.4156437,885,230
7002,37.805304,-122.423686,847001,37.80846158,-122.4133791,1156,329
7002,37.805304,-122.423686,847011,37.80825991,-122.415,1012,279
7002,37.805304,-122.423686,847021,37.80806226,-122.4166063,870,258
7002,37.805304,-122.423686,847031,37.80784802,-122.418275,758,202
7002,37.805304,-122.423686,847032,37.80791541,-122.4185888,735,195
7002,37.805304,-122.423686,847041,37.80767803,-122.4196671,599,185
7002,37.805304,-122.423686,847042,37.80775397,-122.4197853,590,182
7002,37.805304,-122.423686,847052,37.80760209,-122.4211753,538,161
7003,37.80438,-122.423482,325031,37.80565077,-122.4127691,952,167
7003,37.80438,-122.423482,325032,37.80579612,-122.4127962,952,167
7003,37.80438,-122.423482,325041,37.8054486,-122.4143769,809,144
7003,37.80438,-122.423482,325042,37.80560853,-122.4142738,821,146
7003,37.80438,-122.423482,325052,37.80538171,-122.4161215,657,120
7003,37.80438,-122.423482,326022,37.80764233,-122.4131553,1164,258
7003,37.80438,-122.423482,326032,37.8074316,-122.4147983,1017,240
7003,37.80438,-122.423482,326042,37.80722541,-122.4164831,871,238
7003,37.80438,-122.423482,326052,37.8070172,-122.41811,725,199
7003,37.80438,-122.423482,326061,37.80664454,-122.4201217,545,155
7003,37.80438,-122.423482,326062,37.80684068,-122.4194976,602,169
7003,37.80438,-122.423482,326071,37.8064826,-122.4213478,436,119
7003,37.80438,-122.423482,326072,37.80659877,-122.4215404,421,116
7003,37.80438,-122.423482,326081,37.80627288,-122.4229969,287,77
7003,37.80438,-122.423482,326082,37.80639308,-122.4230547,287,77
7003,37.80438,-122.423482,363121,37.80554717,-122.4179204,640,151
7003,37.80438,-122.423482,363122,37.80575588,-122.4179054,626,148
7003,37.80438,-122.423482,363131,37.80635184,-122.4191068,645,157
7003,37.80438,-122.423482,363132,37.80660028,-122.4191531,666,162
7003,37.80438,-122.423482,472281,37.8071555,-122.4207383,558,158
7003,37.80438,-122.423482,502262,37.80570811,-122.4169221,745,188
7003,37.80438,-122.423482,502271,37.80661034,-122.417237,743,193
7003,37.80438,-122.423482,502282,37.80742708,-122.4172631,833,227
