612312,Polk St (3100-3198),37.80541642,-122.4236029,37.80612653,-122.4237467,37.80577147,-122.4236748,7001,7002,2,8
612311,Polk St (3101-3199),37.80570408,-122.4238181,37.80611547,-122.4239016,37.80590978,-122.4238599,7001,7002,2,7
585092,North Point St (900-998),37.80554617,-122.4221475,37.80537216,-122.4235154,37.80545916,-122.4228314,7002,7006,1,12
326081,Beach St (801-899),37.80635888,-122.4223174,37.80618688,-122.4236763,37.80627288,-122.4229969,7001,7005,2,11
326082,Beach St (800-898),37.80649065,-122.4223788,37.80629551,-122.4237306,37.80639308,-122.4230547,7001,7005,2,6
542301,Larkin St (3001-3099),37.80567391,-122.4221102,37.80628646,-122.422234,37.80598019,-122.4221721,7005,7006,2,6
542302,Larkin St (3000-3098),37.80573124,-122.4219865,37.80630255,-122.4221012,37.8060169,-122.4220439,7005,7006,2,7
326071,Beach St (701-799),37.80656709,-122.420692,37.80639811,-122.4220036,37.8064826,-122.4213478,7005,7010,2,15
326072,Beach St (700-898),37.80669282,-122.4208137,37.80650473,-122.4222671,37.80659877,-122.4215404,7005,7010,2,19
472281,Hyde St (2801-2899),37.80682861,-122.4206739,37.8074824,-122.4208027,37.8071555,-122.4207383,7009,7010,1,5
847052,Jefferson St (500-598),37.80763528,-122.4209042,37.8075689,-122.4214464,37.80760209,-122.4211753,7004,7009,1,7
847042,Jefferson St (400-498),37.80779219,-122.419487,37.80771575,-122.4200835,37.80775397,-122.4197853,7009,7014,2,2
847041,Jefferson St (401-499),37.80773486,-122.4192225,37.8076212,-122.4201116,37.80767803,-122.4196671,7009,7014,2,5
326062,Beach St (600-698),37.80690103,-122.4190475,37.80678033,-122.4199477,37.80684068,-122.4194976,7010,7015,2,6
326061,Beach St (641-699),37.80667773,-122.4198562,37.80661135,-122.4203872,37.80664454,-122.4201217,7010,7015,2,1
546281,Leavenworth St (2801-2849),37.80696339,-122.4189942,37.80770167,-122.419145,37.80733253,-122.4190696,7014,7015,2,11
546282,Leavenworth St (2800-2848),37.80699055,-122.4188664,37.80716657,-122.4189026,37.80707856,-122.4188845,7014,7015,2,3
363132,Columbus Ave (1350-1398),37.80649668,-122.4190123,37.80670388,-122.4192939,37.80660028,-122.4191531,7010,7016,2,6
363131,Columbus Ave (1297-1399),37.80605512,-122.4186703,37.80664856,-122.4195434,37.80635184,-122.4191068,7010,7016,2,13
546271,Leavenworth St (2717-2799),37.80603802,-122.4188071,37.80613357,-122.4188272,37.8060858,-122.4188171,7015,7016,2,2
546272,Leavenworth St (2700-2798),37.80642325,-122.4187528,37.80676725,-122.4188232,37.80659525,-122.418788,7015,7016,2,6
546273,Leavenworth St (2701-2715),37.80676423,-122.4189559,37.8064997,-122.4189016,37.80663197,-122.4189288,7016,7017,1,5
363122,Columbus Ave (1200-1298),37.80563166,-122.4177288,37.8058801,-122.4180819,37.80575588,-122.4179054,7016,7022,2,7
363121,Columbus Ave (1201-1295),37.80525951,-122.4175106,37.80583484,-122.4183303,37.80554717,-122.4179204,7016,7022,2,7
585061,North Point St (601-679),37.8060169,-122.4175317,37.80594649,-122.4180919,37.80598169,-122.4178118,7016,7021,1,4
502262,Jones St (2600-2698),37.80539228,-122.4168578,37.80602394,-122.4169865,37.80570811,-122.4169221,7021,7022,1,7
326052,Beach St (500-598),37.8071032,-122.4174351,37.8069312,-122.418785,37.8070172,-122.41811,7015,7020,1,3
502271,Jones St (2701-2799),37.80626735,-122.4171696,37.80695333,-122.4173044,37.80661034,-122.417237,7020,7021,1,9
502282,Jones St (2800-2898),37.80723899,-122.4172259,37.80761517,-122.4173003,37.80742708,-122.4172631,7019,7020,1,8
847032,Jefferson St (302-398),37.80796218,-122.4182237,37.80786864,-122.4189539,37.80791541,-122.4185888,7014,7019,2,8
847031,Jefferson St (301-399),37.80793301,-122.4176162,37.80776303,-122.4189338,37.80784802,-122.418275,7014,7019,2,13
847021,Jefferson St (201-299),37.80814524,-122.4159294,37.80797928,-122.4172832,37.80806226,-122.4166063,7019,7023,1,18
326042,Beach St (400-498),37.80730839,-122.4158318,37.80714243,-122.4171344,37.80722541,-122.4164831,7020,7024,1,16
681271,Taylor St (2701-2799),37.80738081,-122.4157061,37.8079994,-122.4158308,37.8076901,-122.4157685,7023,7024,2,0
681272,Taylor St (2700-2798),37.80739288,-122.4155723,37.80809897,-122.4157151,37.80774593,-122.4156437,7023,7024,2,0
681262,Taylor St (2600-2698),37.80656407,-122.4154064,37.80716455,-122.415525,37.80686431,-122.4154657,7024,7025,2,0
681261,Taylor St (2601-2699),37.80645645,-122.415524,37.80708509,-122.4156488,37.80677077,-122.4155864,7024,7025,2,0
585051,North Point St (501-599),37.80626132,-122.4155552,37.80609938,-122.4168648,37.80618035,-122.41621,7021,7025,2,10
585052,North Point St (500-598),37.80638604,-122.4156498,37.8062241,-122.4169634,37.80630507,-122.4163066,7021,7025,2,11
681251,Taylor St (2501-2599),37.8055341,-122.4153319,37.80621505,-122.4154737,37.80587457,-122.4154028,7025,7026,2,10
681252,Taylor St (2500-2598),37.80567894,-122.4152233,37.80623315,-122.415339,37.80595605,-122.4152811,7025,7026,2,0
325052,Bay St (500-598),37.8054657,-122.4154546,37.80529773,-122.4167884,37.80538171,-122.4161215,7022,7026,1,9
847011,Jefferson St (101-199),37.80834339,-122.4143301,37.80817642,-122.4156699,37.80825991,-122.415,7023,7027,1,17
326032,Beach St (300-398),37.80750754,-122.4141933,37.80735566,-122.4154033,37.8074316,-122.4147983,7024,7028,1,11
562262,Mason St (2600-2698),37.80765138,-122.4139399,37.80827902,-122.4140686,37.8079652,-122.4140042,7027,7028,2,8
562261,Mason St (2601-2699),37.80758801,-122.4140616,37.80815027,-122.4141772,37.80786914,-122.4141194,7027,7028,2,6
562252,Mason St (2500-2598),37.8067069,-122.4137508,37.8073456,-122.4138815,37.80702625,-122.4138161,7028,7029,1,8
585042,North Point St (400-498),37.80656206,-122.4142667,37.80642828,-122.4153007,37.80649517,-122.4147837,7025,7029,2,6
585041,North Point St (401-499),37.80647153,-122.4139016,37.8062925,-122.4152907,37.80638202,-122.4145962,7025,7029,2,14
325042,Bay St (400-498),37.8056729,-122.4137497,37.80554416,-122.4147978,37.80560853,-122.4142738,7026,7030,2,11
325041,Bay St (401-499),37.80552806,-122.4137316,37.80536914,-122.4150221,37.8054486,-122.4143769,7026,7030,2,19
562241,Mason St (2401-2499),37.80572722,-122.4136844,37.80641823,-122.4138272,37.80607272,-122.4137558,7029,7030,2,12
562242,Mason St (2400-2498),37.80575438,-122.4135546,37.80632368,-122.4136713,37.80603903,-122.413613,7029,7030,2,10
562231,Mason St (2351-2399),37.80536612,-122.4136311,37.80548481,-122.4136552,37.80542547,-122.4136431,7030,7031,1,3
847001,Jefferson St (1-99),37.80853752,-122.4127711,37.80838564,-122.4139871,37.80846158,-122.4133791,7027,7032,1,17
326022,Beach St (200-298),37.80772682,-122.4124925,37.80755784,-122.4138181,37.80764233,-122.4131553,7028,7033,1,8
616242,Powell St (2400-2498),37.80689298,-122.4120911,37.80706095,-122.4121243,37.80697697,-122.4121077,7033,7034,2,3
616241,Powell St (2401-2499),37.80687286,-122.41224,37.80755381,-122.4123758,37.80721334,-122.4123079,7033,7034,2,10
585031,North Point St (301-399),37.80664856,-122.4124854,37.80655502,-122.4132428,37.80660179,-122.4128641,7029,7034,2,5
585032,North Point St (300-398),37.8068095,-122.4122923,37.80664253,-122.4136381,37.80672601,-122.4129652,7029,7034,2,9
325032,Bay St (300-398),37.80587809,-122.4121444,37.80571414,-122.413448,37.80579612,-122.4127962,7030,7035,2,12
325031,Bay St (301-399),37.80573728,-122.4120841,37.80556427,-122.413454,37.80565077,-122.4127691,7030,7035,2,14
616231,Powell St (2301-2399),37.80599678,-122.412061,37.80642426,-122.4121485,37.80621052,-122.4121047,7034,7035,1,3
585022,North Point St (200-298),37.80701569,-122.4106377,37.80686683,-122.4118236,37.80694126,-122.4112306,7034,7037,1,17
664232,Stockton St (2300-2398),37.80709314,-122.4104587,37.80757695,-122.4105552,37.80733504,-122.4105069,7036,7037,1,3
585012,North Point St (100-198),37.80721887,-122.4090052,37.80707906,-122.4101157,37.80714896,-122.4095605,7037,7040,1,11
