block_id,node_id,distance,time
326052,7039,804,576
326052,7040,905,648
326061,7001,333,237
326061,7002,439,347
326061,7003,545,450
326061,7004,267,190
326061,7005,186,135
326061,7006,293,251
326061,7007,398,358
326061,7008,280,201
326061,7009,144,103
326061,7010,39,33
326061,7011,143,139
326061,7012,248,245
326061,7013,268,181
326061,7014,212,140
326061,7015,108,69
326061,7016,177,133
326061,7017,225,184
326061,7018,281,242
326061,7019,359,244
326061,7020,254,171
326061,7021,305,213
326061,7022,353,251
326061,7023,506,350
326061,7024,400,275
326061,7025,450,313
326061,7026,498,355
326061,7027,651,456
326061,7028,546,380
326061,7029,597,419
326061,7030,644,461
326061,7031,696,504
326061,7032,793,558
326061,7033,693,486
326061,7034,744,524
326061,7035,789,566
326061,7036,838,590
326061,7037,889,629
326061,7038,936,675
326061,7039,984,696
326061,7040,1032,730
326062,7001,390,285
326062,7002,497,395
326062,7003,602,498
326062,7004,289,224
326062,7005,244,183
326062,7006,350,299
326062,7007,456,406
326062,7008,337,249
326062,7009,202,151
326062,7010,97,81
326062,7011,201,187
326062,7012,306,293
326062,7013,211,144
326062,7014,154,103
326062,7015,50,32
326062,7016,133,107
326062,7017,182,157
326062,7018,238,216
326062,7019,301,207
326062,7020,196,134
326062,7021,262,187
326062,7022,309,225
326062,7023,448,313
326062,7024,343,238
326062,7025,407,287
326062,7026,454,329
326062,7027,594,419
326062,7028,488,343
326062,7029,554,393
326062,7030,601,435
326062,7031,653,478
326062,7032,735,521
326062,7033,635,449
326062,7034,701,498
326062,7035,746,540
326062,7036,780,553
326062,7037,846,603
326062,7038,893,649
326062,7039,926,659
326062,7040,988,704
326071,7001,223,155
326071,7002,330,265
326071,7003,436,368
326071,7004,167,114
326071,7005,77,53
326071,7006,183,169
326071,7007,289,276
326071,7008,311,220
326071,7009,175,122
326071,7010,70,52
326071,7011,174,158
326071,7012,280,264
326071,7013,377,257
326071,7014,321,216
326071,7015,217,145
326071,7016,286,209
326071,7017,334,260
326071,7018,390,318
326071,7019,468,320
326071,7020,363,247
326071,7021,414,289
326071,7022,462,327
326071,7023,615,426
326071,7024,509,351
326071,7025,559,389
326071,7026,607,431
326071,7027,761,532
326071,7028,655,456
326071,7029,707,495
326071,7030,754,537
326071,7031,805,580
326071,7032,902,634
326071,7033,802,562
326071,7034,853,600
326071,7035,898,642
326071,7036,947,666
326071,7037,998,705
326071,7038,1045,751
326071,7039,1093,772
326071,7040,1141,806
326072,7001,209,145
326072,7002,315,255
326072,7003,421,358
326072,7004,152,104
326072,7005,62,43
326072,7006,169,159
326072,7007,275,266
326072,7008,326,231
326072,7009,190,133
326072,7010,85,63
326072,7011,189,169
326072,7012,294,275
326072,7013,392,268
326072,7014,335,227
326072,7015,232,156
326072,7016,300,220
326072,7017,349,271
326072,7018,405,329
326072,7019,482,331
326072,7020,378,258
326072,7021,429,300
326072,7022,476,338
326072,7023,630,437
326072,7024,524,362
326072,7025,574,400
326072,7026,621,442
326072,7027,775,543
326072,7028,670,467
326072,7029,721,506
326072,7030,768,548
326072,7031,820,591
326072,7032,917,645
326072,7033,816,573
326072,7034,868,611
326072,7035,913,653
326072,7036,962,677
326072,7037,1013,716
326072,7038,1060,762
326072,7039,1108,783
326072,7040,1155,817
326081,7001,86,61
326081,7002,174,158
326081,7003,280,261
326081,7004,223,155
326081,7005,79,57
326081,7006,167,160
326081,7007,273,267
326081,7008,463,329
326081,7009,317,223
326081,7010,226,167
326081,7011,312,264
326081,7012,419,371
326081,7013,522,370
326081,7014,466,329
326081,7015,373,260
326081,7016,442,324
326081,7017,490,374
326081,7018,546,433
326081,7019,613,434
326081,7020,519,362
326081,7021,570,404
326081,7022,618,442
326081,7023,759,540
326081,7024,665,466
326081,7025,715,504
326081,7026,763,546
326081,7027,903,644
326081,7028,811,571
326081,7029,863,610
326081,7030,910,652
326081,7031,961,695
326081,7032,1049,749
326081,7033,958,677
326081,7034,1009,715
326081,7035,1054,757
326081,7036,1103,781
326081,7037,1154,820
326081,7038,1201,866
326081,7039,1249,887
326081,7040,1297,921
326082,7001,75,52
326082,7002,181,162
326082,7003,287,265
326082,7004,214,149
326082,7005,72,52
326082,7006,177,167
326082,7007,283,274
326082,7008,449,318
326082,7009,309,217
326082,7010,219,162
326082,7011,323,268
326082,7012,428,374
326082,7013,526,367
326082,7014,457,323
326082,7015,365,255
326082,7016,434,319
326082,7017,483,370
326082,7018,539,428
326082,7019,604,428
326082,7020,512,357
326082,7021,563,399
326082,7022,610,437
326082,7023,751,534
326082,7024,658,461
326082,7025,708,499
326082,7026,755,541
326082,7027,895,638
326082,7028,804,566
326082,7029,855,605
326082,7030,902,647
326082,7031,954,690
326082,7032,1051,744
326082,7033,950,672
326082,7034,1001,710
326082,7035,1047,752
326082,7036,1096,776
326082,7037,1147,815
326082,7038,1194,861
326082,7039,1242,882
326082,7040,1289,916
363121,7001,585,421
363121,7002,534,418
363121,7003,622,514
363121,7004,484,360
363121,7005,439,319
363121,7006,388,318
363121,7007,477,418
363121,7008,532,385
363121,7009,389,292
363121,7010,292,217
363121,7011,241,211
363121,7012,329,306
363121,7013,343,236
363121,7014,286,195
363121,7015,182,124
363121,7016,96,76
363121,7017,145,127
363121,7018,185,174
363121,7019,394,271
363121,7020,289,198
363121,7021,184,127
363121,7022,100,70
363121,7023,540,376
363121,7024,434,301
363121,7025,329,227
363121,7026,245,174
363121,7027,686,483
363121,7028,581,407
363121,7029,477,333
363121,7030,392,280
363121,7031,443,323
363121,7032,829,584
363121,7033,728,512
363121,7034,623,438
363121,7035,537,385
363121,7036,875,618
363121,7037,768,543
363121,7038,683,494
363121,7039,1013,718
363121,7040,911,644
363122,7001,571,412
363122,7002,520,409
363122,7003,636,524
363122,7004,470,351
363122,7005,425,310
363122,7006,374,309
363122,7007,491,428
363122,7008,518,376
363122,7009,375,283
363122,7010,278,208
363122,7011,227,202
363122,7012,343,316
363122,7013,329,227
363122,7014,272,186
363122,7015,169,115
363122,7016,83,67
363122,7017,131,117
363122,7018,199,184
363122,7019,380,262
363122,7020,275,189
363122,7021,170,118
363122,7022,114,80
363122,7023,526,367
363122,7024,420,292
363122,7025,315,218
363122,7026,259,184
363122,7027,673,474
363122,7028,567,398
363122,7029,463,324
363122,7030,406,290
363122,7031,457,333
363122,7032,815,575
363122,7033,714,503
363122,7034,609,429
363122,7035,551,395
363122,7036,861,609
363122,7037,754,534
363122,7038,697,504
363122,7039,999,709
363122,7040,897,635
363131,7001,448,324
363131,7002,499,395
363131,7003,603,502
363131,7004,346,263
363131,7005,301,222
363131,7006,353,295
363131,7007,458,406
363131,7008,395,288
363131,7009,251,195
363131,7010,154,120
363131,7011,206,188
363131,7012,310,294
363131,7013,256,176
363131,7014,199,135
363131,7015,96,64
363131,7016,61,53
363131,7017,110,104
363131,7018,166,162
363131,7019,347,240
363131,7020,242,166
363131,7021,190,133
363131,7022,237,171
363131,7023,493,346
363131,7024,388,270
363131,7025,335,233
363131,7026,382,275
363131,7027,637,450
363131,7028,534,375
363131,7029,482,339
363131,7030,529,381
363131,7031,581,424
363131,7032,783,555
363131,7033,681,481
363131,7034,629,444
363131,7035,674,486
363131,7036,826,585
363131,7037,774,549
363131,7038,821,595
363131,7039,972,691
363131,7040,916,650
363132,7001,427,310
363132,7002,520,411
363132,7003,625,518
363132,7004,325,249
363132,7005,280,208
363132,7006,374,311
363132,7007,479,422
363132,7008,374,274
363132,7009,230,181
363132,7010,133,106
363132,7011,227,204
363132,7012,331,310
363132,7013,277,192
363132,7014,221,151
363132,7015,101,68
363132,7016,82,69
363132,7017,131,119
363132,7018,187,178
363132,7019,352,243
363132,7020,247,170
363132,7021,211,149
363132,7022,258,187
363132,7023,499,349
363132,7024,393,274
363132,7025,356,249
363132,7026,403,291
363132,7027,645,455
363132,7028,539,379
363132,7029,503,355
363132,7030,550,397
363132,7031,602,440
363132,7032,786,557
363132,7033,686,485
363132,7034,650,460
363132,7035,695,502
363132,7036,831,589
363132,7037,795,565
363132,7038,842,611
363132,7039,977,695
363132,7040,938,666
472281,7001,349,256
472281,7002,452,365
472281,7003,558,467
472281,7004,145,102
472281,7005,202,154
472281,7006,306,265
472281,7007,412,371
472281,7008,186,132
472281,7009,50,34
472281,7010,55,52
472281,7011,159,158
472281,7012,265,264
472281,7013,255,181
472281,7014,198,140
472281,7015,202,145
472281,7016,270,209
472281,7017,319,260
472281,7018,375,318
472281,7019,345,245
472281,7020,348,247
472281,7021,399,289
472281,7022,446,327
472281,7023,492,351
472281,7024,494,351
472281,7025,544,389
472281,7026,591,431
472281,7027,636,455
472281,7028,640,456
472281,7029,691,495
472281,7030,738,537
472281,7031,790,580
472281,7032,782,560
472281,7033,787,562
472281,7034,838,600
472281,7035,883,642
472281,7036,932,666
472281,7037,983,705
472281,7038,1030,751
472281,7039,1078,772
472281,7040,1126,806
502262,7001,691,503
502262,7002,639,500
502262,7003,640,542
502262,7004,652,462
502262,7005,544,401
502262,7006,493,400
502262,7007,494,446
502262,7008,693,492
502262,7009,557,394
502262,7010,397,299
502262,7011,347,293
502262,7012,347,334
502262,7013,464,328
502262,7014,409,288
502262,7015,304,216
502262,7016,202,158
502262,7017,250,209
502262,7018,202,202
502262,7019,262,181
502262,7020,158,108
502262,7021,53,37
502262,7022,53,41
502262,7023,409,287
502262,7024,304,212
502262,7025,198,137
502262,7026,198,140
502262,7027,553,391
502262,7028,450,317
502262,7029,345,243
502262,7030,345,246
502262,7031,397,289
502262,7032,699,496
502262,7033,596,423
502262,7034,492,348
502262,7035,490,351
502262,7036,742,527
502262,7037,637,453
502262,7038,637,460
502262,7039,888,633
502262,7040,779,554
502271,7001,641,470
502271,7002,637,502
502271,7003,743,620
502271,7004,549,391
502271,7005,494,368
502271,7006,491,402
502271,7007,597,509
502271,7008,590,421
502271,7009,454,323
502271,7010,347,266
502271,7011,344,295
502271,7012,450,412
502271,7013,361,257
502271,7014,306,217
502271,7015,200,145
502271,7016,199,160
502271,7017,248,210
502271,7018,305,280
502271,7019,159,110
502271,7020,54,37
502271,7021,48,37
502271,7022,157,119
502271,7023,305,216
502271,7024,201,141
502271,7025,195,139
502271,7026,302,218
502271,7027,449,320
502271,7028,346,246
502271,7029,343,245
502271,7030,449,324
502271,7031,500,367
502271,7032,596,425
502271,7033,493,352
502271,7034,489,350
502271,7035,593,429
502271,7036,638,456
502271,7037,635,455
502271,7038,740,538
502271,7039,784,562
502271,7040,777,556
502282,7001,623,459
502282,7002,727,569
502282,7003,833,687
502282,7004,459,329
502282,7005,476,357
502282,7006,581,469
502282,7007,687,576
502282,7008,499,359
502282,7009,364,261
502282,7010,329,255
502282,7011,435,362
502282,7012,540,479
502282,7013,272,196
502282,7014,216,155
502282,7015,182,134
502282,7016,290,227
502282,7017,337,277
502282,7018,396,347
502282,7019,69,48
502282,7020,36,26
502282,7021,138,104
502282,7022,247,186
502282,7023,215,154
502282,7024,182,130
502282,7025,286,206
502282,7026,392,285
502282,7027,359,258
502282,7028,328,235
502282,7029,433,312
502282,7030,539,391
502282,7031,590,434
502282,7032,505,363
502282,7033,475,341
502282,7034,579,417
502282,7035,684,496
502282,7036,620,445
502282,7037,725,522
502282,7038,830,605
502282,7039,766,551
502282,7040,867,623
542301,7001,197,142
542301,7002,199,157
542301,7003,304,260
542301,7004,202,141
542301,7005,50,40
542301,7006,53,57
542301,7007,158,164
542301,7008,428,306
542301,7009,292,208
542301,7010,197,150
542301,7011,198,161
542301,7012,304,268
542301,7013,504,355
542301,7014,445,315
542301,7015,344,243
542301,7016,344,256
542301,7017,393,307
542301,7018,450,367
542301,7019,593,420
542301,7020,490,345
542301,7021,493,355
542301,7022,540,393
542301,7023,739,526
542301,7024,636,449
542301,7025,638,455
542301,7026,685,497
542301,7027,883,630
542301,7028,782,554
542301,7029,785,561
542301,7030,832,603
542301,7031,884,646
542301,7032,1029,735
542301,7033,929,660
542301,7034,932,666
542301,7035,977,708
542301,7036,1074,764
542301,7037,1077,771
542301,7038,1124,817
542301,7039,1220,870
542301,7040,1220,872
542302,7001,197,142
542302,7002,203,162
542302,7003,308,265
542302,7004,202,141
542302,7005,50,40
542302,7006,57,62
542302,7007,162,169
542302,7008,428,306
542302,7009,292,208
542302,7010,197,150
542302,7011,202,166
542302,7012,308,273
542302,7013,504,355
542302,7014,445,315
542302,7015,344,243
542302,7016,348,261
542302,7017,396,312
542302,7018,454,372
542302,7019,593,420
542302,7020,490,345
542302,7021,497,360
542302,7022,544,398
542302,7023,739,526
542302,7024,636,449
542302,7025,642,460
542302,7026,689,502
542302,7027,883,630
542302,7028,782,554
542302,7029,789,566
542302,7030,836,608
542302,7031,888,651
542302,7032,1029,735
542302,7033,929,660
542302,7034,936,671
542302,7035,981,713
542302,7036,1074,764
542302,7037,1081,776
542302,7038,1128,822
542302,7039,1220,870
542302,7040,1223,877
546271,7001,493,354
546271,7002,454,357
546271,7003,558,464
546271,7004,437,302
546271,7005,346,252
546271,7006,308,257
546271,7007,413,368
546271,7008,478,332
546271,7009,342,234
546271,7010,199,150
546271,7011,161,150
546271,7012,265,256
546271,7013,251,169
546271,7014,194,128
546271,7015,90,57
546271,7016,16,15
546271,7017,65,66
546271,7018,121,124
546271,7019,341,233
546271,7020,236,159
546271,7021,165,114
546271,7022,232,164
546271,7023,487,339
546271,7024,383,263
546271,7025,310,214
546271,7026,377,268
546271,7027,631,443
546271,7028,528,368
546271,7029,458,320
546271,7030,524,374
546271,7031,575,417
546271,7032,778,548
546271,7033,675,474
546271,7034,604,425
546271,7035,668,479
546271,7036,820,578
546271,7037,749,530
546271,7038,815,588
546271,7039,966,684
546271,7040,892,631
546272,7001,475,346
546272,7002,510,405
546272,7003,614,512
546272,7004,381,266
546272,7005,328,244
546272,7006,364,305
546272,7007,469,416
546272,7008,422,296
546272,7009,286,198
546272,7010,181,142
546272,7011,217,198
546272,7012,321,304
546272,7013,195,133
546272,7014,138,92
546272,7015,34,21
546272,7016,72,63
546272,7017,121,114
546272,7018,177,172
546272,7019,285,197
546272,7020,180,123
546272,7021,201,143
546272,7022,248,181
546272,7023,432,303
546272,7024,327,227
546272,7025,345,243
546272,7026,393,285
546272,7027,576,407
546272,7028,473,332
546272,7029,493,349
546272,7030,540,391
546272,7031,592,434
546272,7032,722,512
546272,7033,619,438
546272,7034,639,454
546272,7035,685,496
546272,7036,764,542
546272,7037,785,559
546272,7038,832,605
546272,7039,910,648
546272,7040,927,660
546273,7001,469,343
546273,7002,515,410
546273,7003,620,517
546273,7004,375,263
546273,7005,322,241
546273,7006,369,310
546273,7007,474,421
546273,7008,416,293
546273,7009,280,195
546273,7010,175,139
546273,7011,223,203
546273,7012,327,309
546273,7013,189,130
546273,7014,132,89
546273,7015,29,18
546273,7016,78,68
546273,7017,126,119
546273,7018,182,177
546273,7019,279,194
546273,7020,175,120
546273,7021,206,148
546273,7022,254,186
546273,7023,426,300
546273,7024,321,224
546273,7025,351,248
546273,7026,399,290
546273,7027,570,404
546273,7028,467,329
546273,7029,499,354
546273,7030,546,396
546273,7031,597,439
546273,7032,716,509
546273,7033,613,435
546273,7034,645,459
546273,7035,691,501
546273,7036,759,539
546273,7037,790,564
546273,7038,837,610
546273,7039,905,645
546273,7040,933,665
546281,7001,491,363
546281,7002,594,472
546281,7003,699,579
546281,7004,296,211
546281,7005,344,261
546281,7006,448,372
546281,7007,553,483
546281,7008,337,241
546281,7009,202,143
546281,7010,197,159
546281,7011,302,265
546281,7012,406,371
546281,7013,110,78
546281,7014,53,37
546281,7015,50,38
546281,7016,157,130
546281,7017,205,181
546281,7018,261,239
546281,7019,201,142
546281,7020,197,140
546281,7021,285,210
546281,7022,333,248
546281,7023,347,248
546281,7024,343,244
546281,7025,430,310
546281,7026,478,352
546281,7027,491,352
546281,7028,489,349
546281,7029,578,416
546281,7030,625,458
546281,7031,676,501
546281,7032,637,457
546281,7033,635,455
546281,7034,724,521
546281,7035,769,563
546281,7036,780,559
546281,7037,869,626
546281,7038,916,672
546281,7039,927,665
546281,7040,1012,727
546282,7001,460,340
546282,7002,564,449
546282,7003,669,556
546282,7004,327,231
546282,7005,314,238
546282,7006,418,349
546282,7007,523,460
546282,7008,368,261
546282,7009,232,163
546282,7010,167,136
546282,7011,271,242
546282,7012,375,348
546282,7013,141,98
546282,7014,84,57
546282,7015,20,15
546282,7016,126,107
546282,7017,175,158
546282,7018,231,216
546282,7019,231,162
546282,7020,166,117
546282,7021,255,187
546282,7022,302,225
546282,7023,377,268
546282,7024,313,221
546282,7025,400,287
546282,7026,447,329
546282,7027,521,372
546282,7028,458,326
546282,7029,547,393
546282,7030,594,435
546282,7031,646,478
546282,7032,668,477
546282,7033,605,432
546282,7034,694,498
546282,7035,739,540
546282,7036,750,536
546282,7037,839,603
546282,7038,886,649
546282,7039,896,642
546282,7040,982,704
562231,7001,1001,741
562231,7002,950,738
562231,7003,902,740
562231,7004,899,680
562231,7005,854,639
562231,7006,803,638
562231,7007,756,644
562231,7008,948,705
562231,7009,804,612
562231,7010,707,537
562231,7011,657,531
562231,7012,609,532
562231,7013,759,556
562231,7014,702,515
562231,7015,598,444
562231,7016,512,396
562231,7017,520,446
562231,7018,464,400
562231,7019,629,460
562231,7020,526,388
562231,7021,421,317
562231,7022,316,234
562231,7023,483,355
562231,7024,379,282
562231,7025,276,208
562231,7026,171,123
562231,7027,339,251
562231,7028,234,175
562231,7029,129,101
562231,7030,24,17
562231,7031,28,21
562231,7032,485,356
562231,7033,380,281
562231,7034,275,206
562231,7035,169,122
562231,7036,525,385
562231,7037,421,311
562231,7038,315,231
562231,7039,671,491
562231,7040,563,412
562241,7001,986,722
562241,7002,935,719
562241,7003,927,759
562241,7004,947,680
562241,7005,840,620
562241,7006,789,619
562241,7007,782,663
562241,7008,988,710
562241,7009,852,612
562241,7010,693,518
562241,7011,642,512
562241,7012,634,551
562241,7013,761,547
562241,7014,704,506
562241,7015,599,435
562241,7016,498,377
562241,7017,546,427
562241,7018,490,419
562241,7019,557,399
562241,7020,453,327
562241,7021,349,256
562241,7022,341,253
562241,7023,410,294
562241,7024,307,221
562241,7025,204,147
562241,7026,196,142
562241,7027,266,190
562241,7028,161,114
562241,7029,56,40
562241,7030,49,36
562241,7031,101,84
562241,7032,412,295
562241,7033,307,220
562241,7034,203,145
562241,7035,194,141
562241,7036,453,324
562241,7037,348,250
562241,7038,341,250
562241,7039,599,430
562241,7040,491,351
562242,7001,992,726
562242,7002,941,723
562242,7003,922,755
562242,7004,953,684
562242,7005,845,624
562242,7006,795,623
562242,7007,776,659
562242,7008,993,714
562242,7009,858,616
562242,7010,698,522
562242,7011,648,516
562242,7012,628,547
562242,7013,766,551
562242,7014,710,510
562242,7015,605,439
562242,7016,503,381
562242,7017,552,431
562242,7018,484,415
562242,7019,562,403
562242,7020,459,331
562242,7021,354,260
562242,7022,335,249
562242,7023,416,298
562242,7024,312,225
562242,7025,209,151
562242,7026,190,138
562242,7027,272,194
562242,7028,167,118
562242,7029,62,44
562242,7030,43,32
562242,7031,95,80
562242,7032,418,299
562242,7033,313,224
562242,7034,208,149
562242,7035,188,137
562242,7036,458,328
562242,7037,354,254
562242,7038,335,246
562242,7039,604,434
562242,7040,496,355
562252,7001,934,686
562252,7002,928,715
562252,7003,1034,818
562252,7004,841,606
562252,7005,787,584
562252,7006,782,615
562252,7007,888,722
562252,7008,882,636
562252,7009,746,538
562252,7010,640,482
562252,7011,635,508
562252,7012,740,628
562252,7013,655,473
562252,7014,598,432
562252,7015,494,361
562252,7016,490,373
562252,7017,539,424
562252,7018,595,496
562252,7019,451,325
562252,7020,348,253
562252,7021,342,252
562252,7022,446,330
562252,7023,305,220
562252,7024,201,147
562252,7025,197,143
562252,7026,301,219
562252,7027,161,116
562252,7028,55,40
562252,7029,49,36
562252,7030,155,113
562252,7031,206,161
562252,7032,307,221
562252,7033,202,146
562252,7034,196,141
562252,7035,299,218
562252,7036,347,250
562252,7037,341,246
562252,7038,446,327
562252,7039,493,356
562252,7040,483,347
562261,7001,920,676
562261,7002,1025,786
562261,7003,1130,889
562261,7004,745,536
562261,7005,773,574
562261,7006,879,686
562261,7007,984,793
562261,7008,785,566
562261,7009,650,468
562261,7010,626,472
562261,7011,732,579
562261,7012,836,684
562261,7013,558,403
562261,7014,502,362
562261,7015,480,351
562261,7016,587,444
562261,7017,635,493
562261,7018,692,567
562261,7019,354,255
562261,7020,334,243
562261,7021,438,323
562261,7022,543,401
562261,7023,208,150
562261,7024,187,137
562261,7025,293,214
562261,7026,398,290
562261,7027,64,46
562261,7028,41,30
562261,7029,146,107
562261,7030,251,184
